Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
2002,3922,Graphic Pre-press Trades Workers,3,74.8,7.000957765,0.000800793
2002,3923,Printers,3,83,19.69418936,0.002252688
2002,3931,Canvas and Leather Goods Makers,3,69.9,6.141015895,0.00070243
2002,3932,Clothing Trades Workers,3,80.9,10.90110061,0.001246905
2002,3933,Upholsterers,3,39,7.27140948,0.000831729
2002,3941,Cabinetmakers,3,91.3,28.95466164,0.003311933
2002,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,8.8569962,0.001013093
2002,3991,Boat Builders and Shipwrights,3,76,6.015536788,0.000688078
2002,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8.01608613,0.000916907
2002,3993,"Gallery, Library and Museum Technicians",2,90.7,6.474648508,0.000740592
2002,3994,Jewellers,3,95,5.026349625,0.000574931
2002,3995,Performing Arts Technicians,3,49.6,7.375719998,0.00084366
2002,3996,Signwriters,3,93.3,4.715871455,0.000539417
2002,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,8.172583673,0.000934808
2002,4111,Ambulance Officers and Paramedics,2,49.4,8.447153735,0.000966214
2002,4113,Diversional Therapists,3,9.1,2.508463735,0.000286927
2002,4114,Enrolled and Mothercraft Nurses,2,5.8,26.35496313,0.00301457
2002,4116,Massage Therapists,2,27.2,5.215519073,0.000596569
2002,4117,Welfare Support Workers,2,12.7,31.76890376,0.003633835
2002,4211,Child Carers,4,8.4,78.82912862,0.009016744
2002,4221,Education Aides,4,56,53.32830858,0.006099873
2002,4231,Aged and Disabled Carers,4,55,79.71026594,0.009117531
2002,4233,Nursing Support and Personal Care Workers,4,47.4,52.25879971,0.005977539
2002,4234,Special Care Workers,4,9.3,2.32110859,0.000265496
2002,4311,Bar Attendants and Baristas,4,77,62.44791353,0.007143005
2002,4312,Cafe Workers,5,92.9,17.88389018,0.00204562
2002,4313,Gaming Workers,4,76.9,5.822132898,0.000665955
2002,4314,Hotel Service Managers,3,94,4.73005227,0.000541039
2002,4315,Waiters,4,93.6,88.1631535,0.010084401
2002,4319,Other Hospitality Workers,5,66.2,3.818447365,0.000436767
2002,4412,Fire and Emergency Workers,3,19,11.36118817,0.001299531
2002,4413,Police,2,10.4,47.7720851,0.005464333
2002,4421,Prison Officers,4,54.6,10.53330918,0.001204836
2002,4422,Security Officers and Guards,5,83.1,43.70641575,0.004999288
2002,4512,Driving Instructors,3,13,3.87776949,0.000443552
2002,4513,Funeral Workers,2,39,3.209302473,0.000367091
2002,4514,"Gallery, Museum and Tour Guides",4,61,6.53495862,0.000747491
2002,4516,Tourism and Travel Advisers,4,45.6,20.62974636,0.002359701
2002,4517,Travel Attendants,3,35.4,6.569551425,0.000751448
2002,4518,Other Personal Service Workers,4,51.8,5.362851568,0.000613421
2002,4521,Fitness Instructors,4,8.3,12.11366141,0.001385602
2002,4522,Outdoor Adventure Guides,4,8.3,0.71753395,8.2074E-05
2002,4523,"Sports Coaches, Instructors and Officials",3,8.9,21.27863141,0.002433922
2002,4524,Sportspersons,3,40.3,6.464524318,0.000739434
2002,5111,"Contract, Program and Project Administrators",2,34.7,47.81670675,0.005469437
2002,5121,Office Managers,2,1.4,86.92930921,0.00994327
2002,5122,Practice Managers,2,60.2,7.185688863,0.000821924
2002,5211,Personal Assistants,3,85.1,71.78743669,0.008211291
2002,5212,Secretaries,3,95.4,124.2215205,0.01420888
2002,5311,General Clerks,4,96,119.5921785,0.01367936
2002,5321,Keyboard Operators,4,95.1,101.6342297,0.011625269
2002,5411,Call or Contact Centre Workers,3,52.3,24.9264937,0.002851177
2002,5412,Information Officers,4,95.9,55.79117733,0.006381584
2002,5421,Receptionists,4,91.6,154.2123232,0.01763933
2002,5511,Accounting Clerks,4,97.2,155.4151771,0.017776916
2002,5512,Bookkeepers,4,97.7,117.4442057,0.013433667
2002,5513,Payroll Clerks,4,97,25.07575516,0.00286825
2002,5521,Bank Workers,4,97.8,58.28232262,0.00666653
2002,5522,Credit and Loans Officers,4,90.1,24.76568439,0.002832783
2002,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,23.76141074,0.002717911
2002,5611,Betting Clerks,5,76.9,4.078559375,0.000466519
2002,5612,Couriers and Postal Deliverers,5,77.8,39.1402526,0.004476995
2002,5613,Filing and Registry Clerks,5,94.5,12.21891512,0.001397641
2002,5614,Mail Sorters,5,77.2,17.64635802,0.00201845
2002,5615,Survey Interviewers,5,94,2.161246943,0.000247211
2002,5616,Switchboard Operators,5,96.1,7.97803628,0.000912555
2002,5619,Other Clerical and Office Support Workers,5,96.7,7.303382338,0.000835386
2002,5911,Purchasing and Supply Logistics Clerks,4,75.3,71.8966276,0.008223781
2002,5912,Transport and Despatch Clerks,4,83.5,26.30865542,0.003009273
2002,5991,Conveyancers and Legal Executives,2,86.5,8.509717483,0.00097337
2002,5992,Court and Legal Clerks,3,87.5,11.81182953,0.001351077
2002,5993,Debt Collectors,4,95,9.074120675,0.001037929
2002,5994,Human Resource Clerks,4,90,9.858715718,0.001127673
2002,5995,Inspectors and Regulatory Officers,4,42.8,23.34187684,0.002669923
2002,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,5.654454538,0.000646776
2002,5997,Library Assistants,4,96.3,11.66150312,0.001333882
2002,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,13.12054879,0.001500773
2002,6111,"Auctioneers, and Stock and Station Agents",3,34.7,5.055012573,0.00057821
2002,6112,Insurance Agents,3,88.5,10.01243963,0.001145257
2002,6113,Sales Representatives,4,77.9,91.87078441,0.010508493
2002,6121,Real Estate Sales Agents,3,79.5,62.0253886,0.007094675
2002,6211,Sales Assistants (General),5,91.7,462.7084599,0.052926166
2002,6212,ICT Sales Assistants,5,92.3,14.76918035,0.001689349
2002,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,29.73889567,0.003401636
2002,6214,Pharmacy Sales Assistants,5,92.3,29.97093083,0.003428177
2002,6215,Retail Supervisors,4,28,25.99420259,0.002973305
2002,6216,Service Station Attendants,5,75.5,7.382423885,0.000844427
2002,6217,Street Vendors and Related Salespersons,5,94,16.07225884,0.0018384
2002,6219,Other Sales Assistants and Salespersons,5,96.2,6.670964588,0.000763048
2002,6311,Checkout Operators and Office Cashiers,5,96.9,119.3223742,0.013648499
2002,6391,Models and Sales Demonstrators,5,54.4,10.33031979,0.001181617
2002,6392,Retail and Wool Buyers,3,64.1,6.194157433,0.000708509
2002,6393,Telemarketers,5,99,14.8459433,0.001698129
2002,6394,Ticket Salespersons,5,93.2,12.6321787,0.001444912
2002,6395,Visual Merchandisers,4,28.4,5.982343615,0.000684281
2002,6399,Other Sales Support Workers,5,78.6,1.604651233,0.000183545
2002,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,4.735131125,0.00054162
2002,7112,Industrial Spraypainters,4,79.6,7.136307533,0.000816275
2002,7113,Paper and Wood Processing Machine Operators,4,80.1,11.36426702,0.001299883
2002,7114,Photographic Developers and Printers,4,67.1,6.199374768,0.000709106
2002,7115,Plastics and Rubber Production Machine Operators,4,87.9,16.65013408,0.001904499
2002,7116,Sewing Machinists,4,89,23.02729067,0.00263394
2002,7117,Textile and Footwear Production Machine Operators,4,71.7,7.092590168,0.000811275
2002,7119,Other Machine Operators,4,75.2,11.1624451,0.001276798
2002,7121,"Crane, Hoist and Lift Operators",4,72,12.21281241,0.001396943
2002,7122,"Drillers, Miners and Shot Firers",4,75,18.2079532,0.002082688
2002,7123,Engineering Production Workers,4,81.8,41.89891307,0.00479254
2002,7129,Other Stationary Plant Operators,4,61.7,15.86797817,0.001815033
2002,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,11.19155771,0.001280128
2002,7212,Earthmoving Plant Operators,4,93.2,46.81154305,0.005354463
2002,7213,Forklift Drivers,4,91,47.67940775,0.005453733
2002,7219,Other Mobile Plant Operators,4,82.1,8.491663415,0.000971305
2002,7311,Automobile Drivers,4,78.7,31.98358143,0.003658391
2002,7312,Bus and Coach Drivers,4,82.3,33.90888577,0.003878614
2002,7313,Train and Tram Drivers,4,75.8,10.42141889,0.001192037
2002,7321,Delivery Drivers,4,78.7,35.5532315,0.004066699
2002,7331,Truck Drivers,4,78.4,146.8692526,0.016799404
2002,7411,Storepersons,4,76.4,72.19963669,0.00825844
2002,8111,Car Detailers,5,37,15.75409231,0.001802007
2002,8112,Commercial Cleaners,5,65.5,154.0400136,0.01761962
2002,8113,Domestic Cleaners,5,69,26.96996872,0.003084917
2002,8114,Housekeepers,5,70.6,17.3953911,0.001989744
2002,8115,Laundry Workers,5,73.1,18.50630551,0.002116814
2002,8116,Other Cleaners,5,78.5,16.9400993,0.001937666
2002,8211,Building and Plumbing Labourers,5,85.8,41.75040365,0.004775553
2002,8212,Concreters,5,90,27.20130204,0.003111377
2002,8213,Fencers,4,85.6,9.772362293,0.001117796
2002,8214,Insulation and Home Improvement Installers,4,67.3,14.05572973,0.001607742
2002,8215,Paving and Surfacing Labourers,5,87.2,6.854627575,0.000784056
2002,8216,Railway Track Workers,4,87.2,3.512648625,0.000401789
2002,8217,Structural Steel Construction Workers,4,77.7,10.61378039,0.00121404
2002,8219,Other Construction and Mining Labourers,5,56.7,4.929886645,0.000563897
2002,8311,Food and Drink Factory Workers,5,74.2,20.62698752,0.002359385
2002,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,12.30853546,0.001407892
2002,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,13.53607,0.001548302
2002,8321,Packers,5,60.1,77.73764863,0.008891896
2002,8322,Product Assemblers,5,95.2,50.35250285,0.00575949
2002,8393,Product Quality Controllers,4,97,20.02623798,0.002290669
2002,8394,Timber and Wood Process Workers,5,79.4,9.304287293,0.001064256
2002,8399,Other Factory Process Workers,5,81.8,9.453042345,0.001081271
2002,8414,Garden and Nursery Labourers,5,95,41.32615532,0.004727026
2002,8415,Livestock Farm Workers,5,61.8,35.12746759,0.004017999
2002,8419,"Other Farm, Forestry and Garden Workers",5,67.5,8.5149826,0.000973973
2002,8511,Fast Food Cooks,5,82.8,22.76351314,0.002603768
2002,8513,Kitchenhands,5,84.3,96.05789251,0.010987428
2002,8911,Freight and Furniture Handlers,5,76.7,11.00455998,0.001258739
2002,8912,Shelf Fillers,5,64,61.21901727,0.007002439
2002,8991,Caretakers,5,66,5.806812388,0.000664203
2002,8992,Deck and Fishing Hands,4,69.4,7.920310425,0.000905952
2002,8993,Handypersons,5,65.4,39.32209202,0.004497795
2002,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,11.56530475,0.001322879
2002,8995,Printing Assistants and Table Workers,4,80.4,6.253203183,0.000715263
2002,8996,Recycling and Rubbish Collectors,5,78,6.862534823,0.00078496
2002,8997,Vending Machine Attendants,5,89.2,4.481613383,0.000512622
2002,8999,Other Miscellaneous Labourers,5,75.1,43.12242502,0.00493249
2002,2511,Nutrition Professionals,1,0.4,2.899138273,0.000331613
2002,4112,"Dental Hygienists, Technicians and Therapists",2,67,4.85212164,0.000555002
2002,4511,Beauty Therapists,4,35.1,13.42052188,0.001535085
2002,4515,Personal Care Consultants,4,35.1,2.665720105,0.000304914
2002,8413,Forestry and Logging Workers,4,81.8,3.082156083,0.000352547
2002,8512,Food Trades Assistants,5,84.3,6.174086675,0.000706213
2002,4232,Dental Assistants,4,60.1,16.45889367,0.001882624
2002,3613,Veterinary Nurses,3,42.6,4.832140643,0.000552717
2003,1111,Chief Executives and Managing Directors,1,14,27.25553446,0.003048106
2003,1112,General Managers,1,14,23.94114864,0.002677444
2003,1211,Aquaculture Farmers,1,31.2,2.017608913,0.000225638
2003,1212,Crop Farmers,1,51,50.29050915,0.005624208
2003,1213,Livestock Farmers,1,37.4,95.33121714,0.010661308
2003,1214,Mixed Crop and Livestock Farmers,1,59,48.23811124,0.005394679
2003,1311,"Advertising, Public Relations and Sales Managers",1,1.5,100.792759,0.011272096
2003,1321,Corporate Services Managers,1,38.9,8.567622198,0.000958155
2003,1322,Finance Managers,1,6.9,36.00662112,0.004026778
2003,1323,Human Resource Managers,1,11.3,24.50838932,0.002740881
2003,1324,Policy and Planning Managers,1,25,15.69871056,0.001755656
2003,1325,Research and Development Managers,1,1.7,7.560672328,0.000845543
2003,1331,Construction Managers,1,9.5,46.44034344,0.005193627
2003,1332,Engineering Managers,1,25,6.371651878,0.00071257
2003,1333,"Importers, Exporters and Wholesalers",1,23.9,18.74734941,0.002096598
2003,1334,Manufacturers,1,3,25.09457676,0.002806437
2003,1335,Production Managers,1,5.5,43.9908129,0.004919685
2003,1336,"Supply, Distribution and Procurement Managers",1,59,17.04906099,0.001906671
2003,1341,Child Care Centre Managers,1,1.5,6.76010332,0.000756012
2003,1342,Health and Welfare Services Managers,1,5,8.862887338,0.000991176
2003,1343,School Principals,1,0.7,13.03321093,0.001457561
2003,1344,Other Education Managers,1,0.7,6.35984863,0.00071125
2003,1351,ICT Managers,1,3.5,29.7329196,0.003325163
2003,1391,Commissioned Officers (Management),1,25,1.087791588,0.000121653
2003,1399,Other Specialist Managers,1,13.1,22.8620809,0.002556767
2003,1411,Cafe and Restaurant Managers,2,8.3,49.83616395,0.005573397
2003,1412,Caravan Park and Camping Ground Managers,2,25,6.03822398,0.000675281
2003,1413,Hotel and Motel Managers,2,0.4,24.45213773,0.00273459
2003,1414,Licensed Club Managers,2,25,6.953045158,0.00077759
2003,1419,Other Accommodation and Hospitality Managers,2,26.1,7.381762308,0.000825535
2003,1421,Retail Managers,2,16.1,231.3256319,0.025870159
2003,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,5.517743735,0.000617073
2003,1492,Call or Contact Centre and Customer Service Managers,2,49.9,24.92352136,0.002787307
2003,1493,Conference and Event Organisers,2,4.9,12.49962274,0.001397888
2003,1494,Transport Services Managers,2,59,13.02821002,0.001457002
2003,1499,"Other Hospitality, Retail and Service Managers",2,26.4,57.86408169,0.006471194
2003,2111,"Actors, Dancers and Other Entertainers",1,21.4,2.523415808,0.000282205
2003,2112,Music Professionals,1,5.2,10.18551316,0.001139091
2003,2113,Photographers,1,2.1,8.071337003,0.000902653
2003,2114,Visual Arts and Crafts Professionals,1,16.5,13.43871028,0.00150291
2003,2121,"Artistic Directors, and Media Producers and Presenters",1,10,10.11027865,0.001130677
2003,2122,"Authors, and Book and Script Editors",1,38.5,5.182766698,0.000579612
2003,2123,"Film, Television, Radio and Stage Directors",1,8.5,7.638175415,0.000854211
2003,2124,Journalists and Other Writers,1,17,18.49157954,0.002067994
2003,2211,Accountants,1,94.3,138.1252445,0.015447152
2003,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,9.196579128,0.001028494
2003,2221,Financial Brokers,2,36,18.17264743,0.002032327
2003,2222,Financial Dealers,1,20.5,21.09235256,0.00235885
2003,2223,Financial Investment Advisers and Managers,1,43.8,34.17747575,0.003822217
2003,2231,Human Resource Professionals,1,24.8,47.52351331,0.005314763
2003,2232,ICT Trainers,1,1.4,4.3744213,0.000489211
2003,2233,Training and Development Professionals,1,1.4,20.19059016,0.002258002
2003,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,3.698252613,0.000413592
2003,2242,"Archivists, Curators and Records Managers",1,56,3.09316539,0.000345922
2003,2243,Economists,1,43,3.5336602,0.000395185
2003,2244,Intelligence and Policy Analysts,1,23,10.69329587,0.001195878
2003,2245,Land Economists and Valuers,1,67.6,11.35809751,0.001270226
2003,2246,Librarians,1,59.5,10.09561198,0.001129037
2003,2247,Management and Organisation Analysts,1,10.9,29.45150779,0.003293691
2003,2249,Other Information and Organisation Professionals,1,35.2,8.248047398,0.000922415
2003,2251,Advertising and Marketing Professionals,1,58.2,28.79415764,0.003220177
2003,2252,ICT Sales Professionals,1,15.1,8.987196753,0.001005078
2003,2253,Public Relations Professionals,1,18,13.54741516,0.001515067
2003,2254,Technical Sales Representatives,1,21.7,22.36663255,0.002501359
2003,2311,Air Transport Professionals,1,25.5,10.28765447,0.001150513
2003,2312,Marine Transport Professionals,1,20,10.23227974,0.001144321
2003,2321,Architects and Landscape Architects,1,2.2,16.95006553,0.0018956
2003,2322,Surveyors and Spatial Scientists,1,48.7,7.925982543,0.000886397
2003,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,6.265413398,0.000700689
2003,2324,"Graphic and Web Designers, and Illustrators",1,7.3,32.68175103,0.003654943
2003,2325,Interior Designers,1,15.1,6.208968243,0.000694376
2003,2326,Urban and Regional Planners,1,13,6.7836367,0.000758644
2003,2331,Chemical and Materials Engineers,1,1.8,2.960792833,0.000331118
2003,2332,Civil Engineering Professionals,1,1.9,28.70581289,0.003210297
2003,2333,Electrical Engineers,1,10,12.05289597,0.001347928
2003,2334,Electronics Engineers,1,12.9,4.831777678,0.000540359
2003,2335,"Industrial, Mechanical and Production Engineers",1,2.1,19.59846214,0.002191782
2003,2339,Other Engineering Professionals,1,2.2,6.199056565,0.000693268
2003,2341,Agricultural and Forestry Scientists,1,1.1,7.10901357,0.000795032
2003,2342,"Chemists, and Food and Wine Scientists",1,6.6,7.917338965,0.000885431
2003,2343,Environmental Scientists,1,8.6,14.7218155,0.001646405
2003,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,8.090329238,0.000904777
2003,2345,Life Scientists,1,4.3,7.202148745,0.000805448
2003,2346,Medical Laboratory Scientists,1,59.8,14.4732074,0.001618602
2003,2349,Other Natural and Physical Science Professionals,1,16.1,4.013154818,0.000448809
2003,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,17.71413872,0.00198105
2003,2412,Primary School Teachers,1,5.7,137.01553,0.015323047
2003,2414,Secondary School Teachers,1,0.8,129.1628152,0.014444844
2003,2422,Vocational Education Teachers,1,5.3,35.33186749,0.003951318
2003,2491,Education Advisers and Reviewers,1,0.4,12.69368197,0.00141959
2003,2492,Private Tutors and Teachers,1,11.9,26.61106291,0.002976032
2003,2512,Medical Imaging Professionals,1,30.2,10.37298757,0.001160057
2003,2513,Occupational and Environmental Health Professionals,1,12,12.52536156,0.001400766
2003,2514,Optometrists and Orthoptists,1,14,4.279325565,0.000478576
